         849630 function calls (726458 primitive calls) in 3.189 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       14    0.000    0.000    0.000    0.000 /root/TTS/tts/layers/xtts/perceiver_encoder.py:158(exists)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/logits_process.py:498(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:389(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method math.log10}
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1737(cast)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:417(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1467(info)
        1    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:403(<setcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/configuration_utils.py:976(<dictcomp>)
        3    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:1512(_format_str)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/linear.py:44(forward)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/instancenorm.py:160(_check_input_dim)
       21    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/backends/__init__.py:51(__init__)
        5    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/copy.py:264(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:425(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/logits_process.py:434(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/batchnorm.py:302(_check_input_dim)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:423(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/utils.py:1349(_validate_generated_length)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:381(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:209(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/copyreg.py:100(__newobj__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:760(seekable)
        1    0.000    0.000    0.000    0.000 {method 'sizeof' of '_cffi_backend.FFI' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/_backends.py:223(is_appropriate_type)
       10    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:318(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/six.py:194(find_spec)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:694(<lambda>)
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 {method 'cast' of '_cffi_backend.FFI' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/logits_process.py:269(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/utils.py:1120(_merge_criteria_processor_list)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/integrations/deepspeed.py:256(is_deepspeed_zero3_enabled)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:422(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        3    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/backends/__init__.py:32(__init__)
        2    0.000    0.000    0.000    0.000 {method 'symmetric_difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:716(__del__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:1481(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:1404(_error_check)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/stopping_criteria.py:61(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/einops/einops.py:435(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:1325(_check_dtype)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/utils.py:621(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 /root/TTS/tts/layers/xtts/tokenizer.py:543(lowercase)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:673(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:671(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:667(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:719(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/backends/opt_einsum/__init__.py:15(is_available)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/instancenorm.py:157(_get_no_batch_dim)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/transformers/generation/utils.py:665(_maybe_initialize_input_ids_for_generation)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/torchaudio/_backend/soundfile.py:48(can_decode)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/soundfile.py:669(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)


